,show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,listed_in1,listed_in2,listed_in3
1501,s1715,Movie,Prom Night,Nelson McCormick,United States,2020-11-12,2008,PG-13,88 min,Horror Movies,Horror Movies,0,0
1502,s1721,Movie,What We Wanted,Ulrike Kofler,Austria,2020-11-11,2020,TV-MA,93 min,"Dramas, International Movies",Dramas, International Movies,0
1503,s1722,TV Show,A Lion in the House,"Steven Bognar, Julia Reichert",United States,2020-11-10,2006,TV-14,1 Season,TV Shows,TV Shows,0,0
1504,s1726,Movie,Citation,Kunle Afolayan,Nigeria,2020-11-06,2020,TV-MA,151 min,"Dramas, International Movies",Dramas, International Movies,0
1505,s1728,Movie,Girl's Revenge,Weica Wang,Taiwan,2020-11-06,2020,TV-MA,82 min,"Dramas, International Movies",Dramas, International Movies,0
1506,s1729,Movie,The Endless Trench,"Aitor Arregi, Jon Garaño, Jose Mari Goenaga",Spain,2020-11-06,2019,TV-MA,148 min,"Dramas, Independent Movies, International Movies",Dramas, Independent Movies, International Movies
1507,s1730,Movie,The Late Bloomer,Kevin Pollak,United States,2020-11-06,2016,R,95 min,Comedies,Comedies,0,0
1508,s1732,Movie,A New York Christmas Wedding,Otoja Abit,United States,2020-11-05,2020,TV-MA,90 min,"Dramas, LGBTQ Movies, Romantic Movies",Dramas, LGBTQ Movies, Romantic Movies
1509,s1733,Movie,Alone/Together,Antoinette Jadaone,Philippines,2020-11-05,2019,TV-14,103 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
1510,s1734,TV Show,Carmel: Who Killed Maria Marta?,Alejandro Hartmann,Argentina,2020-11-05,2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Crime TV Shows, Docuseries, International TV Shows
1511,s1735,Movie,Midnight at the Magnolia,Maxwell McGuire,Canada,2020-11-05,2020,TV-G,87 min,"Comedies, Romantic Movies",Comedies, Romantic Movies,0
1512,s1736,Movie,One More Try,Ruel S. Bayani,Philippines,2020-11-05,2012,TV-14,102 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
1513,s1737,Movie,Operation Christmas Drop,Martin Wood,United States,2020-11-05,2020,TV-G,96 min,"Children & Family Movies, Comedies, Romantic Movies",Children & Family Movies, Comedies, Romantic Movies
1514,s1745,Movie,The Beginning of Life,Estela Renner,Brazil,2020-11-03,2016,TV-PG,96 min,"Documentaries, International Movies",Documentaries, International Movies,0
1515,s1740,Movie,Christmas with a Prince,Justin G. Dyck,Canada,2020-11-04,2018,TV-PG,86 min,"Comedies, Dramas, Romantic Movies",Comedies, Dramas, Romantic Movies
1516,s1742,Movie,Miss India,Narendra Nath,India,2020-11-04,2020,TV-PG,136 min,"Dramas, International Movies",Dramas, International Movies,0
1517,s1743,Movie,Felix Lobrecht: Hype,Jan-Peter Horns,Germany,2020-11-03,2020,TV-MA,60 min,Stand-Up Comedy,Stand-Up Comedy,0,0
1518,s1744,Movie,MOTHER,Tatsushi Omori,Japan,2020-11-03,2020,TV-14,127 min,"Dramas, International Movies",Dramas, International Movies,0
1519,s1748,Movie,Prospect,"Zeek Earl, Christopher Caldwell",Canada,2020-11-02,2018,R,100 min,"Sci-Fi & Fantasy, Thrillers",Sci-Fi & Fantasy, Thrillers,0
1520,s1750,Movie,Christmas Break-In,Michael Kampa,United States,2020-11-01,2019,TV-PG,87 min,"Children & Family Movies, Comedies",Children & Family Movies, Comedies,0
1521,s1752,Movie,Elf Pets: A Fox Cub’s Christmas Tale,Chanda Bell,United States,2020-11-01,2020,TV-Y,28 min,Children & Family Movies,Children & Family Movies,0,0
1522,s1753,Movie,Elf Pets: Santa’s Reindeer Rescue,Chanda Bell,United States,2020-11-01,2020,TV-Y,27 min,Children & Family Movies,Children & Family Movies,0,0
1523,s1754,Movie,Elliot the Littlest Reindeer,Jennifer Westcott,Canada,2020-11-01,2018,PG,90 min,Children & Family Movies,Children & Family Movies,0,0
1524,s1762,Movie,Little Monsters,Richard Greenberg,United States,2020-11-01,1989,PG,102 min,"Children & Family Movies, Comedies",Children & Family Movies, Comedies,0
1525,s1763,Movie,Mile 22,Peter Berg,United States,2020-11-01,2018,R,94 min,Action & Adventure,Action & Adventure,0,0
1526,s1764,Movie,Piercing,Nicolas Pesce,United States,2020-11-01,2018,R,81 min,"Dramas, Independent Movies, Thrillers",Dramas, Independent Movies, Thrillers
1527,s1765,Movie,Snowden,Oliver Stone,United Kingdom,2020-11-01,2016,R,134 min,"Dramas, Thrillers",Dramas, Thrillers,0
1528,s1768,Movie,The Impossible,J.A. Bayona,Spain,2020-11-01,2012,PG-13,114 min,Dramas,Dramas,0,0
1529,s1769,Movie,The Next Karate Kid,Christopher Cain,United States,2020-11-01,1994,PG,107 min,"Action & Adventure, Dramas, Sports Movies",Action & Adventure, Dramas, Sports Movies
1530,s1771,Movie,Wheels of Fortune,Shaun Paul Piccinino,United States,2020-11-01,2020,R,107 min,"Comedies, Sports Movies",Comedies, Sports Movies,0
1531,s1772,TV Show,Afronta! Facing It!,Juliana Vicente,Brazil,2020-10-31,2017,TV-PG,1 Season,"Docuseries, International TV Shows",Docuseries, International TV Shows,0
1532,s1773,Movie,The 12th Man,Harald Zwart,Norway,2020-10-31,2018,TV-MA,130 min,"Action & Adventure, Dramas, International Movies",Action & Adventure, Dramas, International Movies
1533,s1775,Movie,Hidden in Plain Sight,Stacia Crawford,United States,2020-10-30,2019,TV-14,87 min,"Dramas, Independent Movies, Thrillers",Dramas, Independent Movies, Thrillers
1534,s1776,Movie,His House,Remi Weekes,United Kingdom,2020-10-30,2020,TV-14,93 min,"Horror Movies, Independent Movies",Horror Movies, Independent Movies,0
1535,s1777,Movie,In Line,Tope Oshin,Nigeria,2020-10-30,2017,TV-14,114 min,"Dramas, International Movies",Dramas, International Movies,0
1536,s1778,Movie,Kaali Khuhi,Terrie Samundra,India,2020-10-30,2020,TV-14,91 min,"Horror Movies, International Movies",Horror Movies, International Movies,0
1537,s1787,Movie,La Gran Ilusión,Antonio Díaz,Not Given,2020-10-28,2016,TV-14,50 min,International Movies,International Movies,0,0
1538,s1781,Movie,Rogue City,Olivier Marchal,France,2020-10-30,2020,TV-MA,116 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
1539,s1784,Movie,The Day of the Lord,Santiago Alvarado Ilarri,Mexico,2020-10-30,2020,TV-MA,93 min,"Horror Movies, International Movies",Horror Movies, International Movies,0
1540,s1785,Movie,Pagpag: Nine Lives,Frasco Mortiz,Philippines,2020-10-29,2013,TV-14,106 min,"Horror Movies, International Movies",Horror Movies, International Movies,0
1541,s1786,Movie,Holidate,John Whitesell,United States,2020-10-28,2020,TV-MA,105 min,"Comedies, Romantic Movies",Comedies, Romantic Movies,0
1542,s1788,Movie,Metallica Through The Never,Nimród Antal,United States,2020-10-28,2013,R,93 min,Music & Musicals,Music & Musicals,0,0
1543,s1789,Movie,Nobody Sleeps in the Woods Tonight,Bartosz M. Kowalski,Poland,2020-10-28,2020,TV-MA,103 min,"Horror Movies, International Movies",Horror Movies, International Movies,0
1544,s1790,Movie,Secrets of the Saqqara Tomb,James Tovell,United States,2020-10-28,2020,TV-PG,114 min,Documentaries,Documentaries,0,0
1545,s1793,Movie,Guillermo Vilas: Settling the Score,Matías Gueilburt,Argentina,2020-10-27,2020,TV-14,95 min,"Documentaries, International Movies, Sports Movies",Documentaries, International Movies, Sports Movies
1546,s1794,Movie,Sarah Cooper: Everything's Fine,Natasha Lyonne,United States,2020-10-27,2020,TV-MA,50 min,Comedies,Comedies,0,0
1547,s1795,TV Show,The Devil Punisher,"Chang Chin-jung, Chen Rong-hui",Taiwan,2020-10-26,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Mysteries",International TV Shows, Romantic TV Shows, TV Mysteries
1548,s1796,Movie,Ajab Prem Ki Ghazab Kahani,Rajkumar Santoshi,India,2020-10-25,2009,TV-14,150 min,"Comedies, International Movies, Music & Musicals",Comedies, International Movies, Music & Musicals
1549,s1797,Movie,Black '47,Lance Daly,Ireland,2020-10-24,2018,R,100 min,"Action & Adventure, Dramas, Independent Movies",Action & Adventure, Dramas, Independent Movies
1550,s1798,Movie,I Am Woman,Unjoo Moon,Australia,2020-10-24,2019,TV-MA,117 min,"Dramas, Music & Musicals",Dramas, Music & Musicals,0
1551,s1799,Movie,Alice Junior,Gil Baroni,Brazil,2020-10-23,2019,TV-MA,87 min,"Comedies, International Movies, LGBTQ Movies",Comedies, International Movies, LGBTQ Movies
1552,s1801,TV Show,Move,"Thierry Demaizière, Alban Teurlai",United States,2020-10-23,2020,TV-MA,1 Season,"Docuseries, International TV Shows",Docuseries, International TV Shows,0
1553,s1802,Movie,Over the Moon,Glen Keane,China,2020-10-23,2020,PG,100 min,"Children & Family Movies, Music & Musicals",Children & Family Movies, Music & Musicals,0
1554,s1803,Movie,Shattered Memories,Chris Sivertson,United States,2020-10-23,2018,TV-14,86 min,"Dramas, Thrillers",Dramas, Thrillers,0
1555,s1806,Movie,Bending the Arc,"Kief Davidson, Pedro Kos",United States,2020-10-22,2017,TV-MA,102 min,Documentaries,Documentaries,0,0
1556,s1807,Movie,Cadaver,Jarand Herdal,Norway,2020-10-22,2020,TV-MA,87 min,"Horror Movies, International Movies",Horror Movies, International Movies,0
1557,s1808,Movie,Exes Baggage,Dan Villegas,Philippines,2020-10-22,2018,TV-MA,103 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
1558,s1809,Movie,Fisherman's Friends,Chris Foggin,United Kingdom,2020-10-22,2019,PG-13,112 min,"Comedies, Dramas, Music & Musicals",Comedies, Dramas, Music & Musicals
1559,s1810,Movie,The Hows of Us,Cathy Garcia-Molina,Philippines,2020-10-22,2018,TV-14,120 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
1560,s1811,Movie,The Hummingbird Project,Kim Nguyen,Canada,2020-10-22,2018,R,111 min,"Dramas, Independent Movies",Dramas, Independent Movies,0
1561,s1812,Movie,"Yes, God, Yes",Karen Maine,United States,2020-10-22,2020,R,78 min,"Comedies, Dramas, Independent Movies",Comedies, Dramas, Independent Movies
1562,s1813,Movie,Brave Blue World: Racing to Solve Our Water Crisis,Tim Neeves,Canada,2020-10-21,2020,TV-PG,51 min,"Documentaries, International Movies",Documentaries, International Movies,0
1563,s1815,Movie,Rebecca,Ben Wheatley,United Kingdom,2020-10-21,2020,PG-13,123 min,"Dramas, Romantic Movies, Thrillers",Dramas, Romantic Movies, Thrillers
1564,s1816,Movie,The Magic School Bus Rides Again The Frizz Connection,Richard Weston,Canada,2020-10-20,2020,TV-Y,46 min,Children & Family Movies,Children & Family Movies,0,0
1565,s1817,Movie,Tremors: Shrieker Island,Don Michael Paul,United States,2020-10-20,2020,PG-13,102 min,"Action & Adventure, Horror Movies",Action & Adventure, Horror Movies,0
1566,s1818,Movie,Beirut Oh Beirut,Maroun Baghdadi,Lebanon,2020-10-19,1975,TV-14,106 min,"Classic Movies, Dramas, International Movies",Classic Movies, Dramas, International Movies
1567,s1819,Movie,Bosta,Philippe Aractingi,Lebanon,2020-10-19,2005,TV-14,112 min,"Dramas, International Movies, Music & Musicals",Dramas, International Movies, Music & Musicals
1568,s1820,Movie,Ghadi,Amin Dora,Lebanon,2020-10-19,2013,TV-MA,101 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
1569,s1821,Movie,Heritages,Philippe Aractingi,Lebanon,2020-10-19,2014,TV-14,96 min,"Documentaries, International Movies",Documentaries, International Movies,0
1570,s1822,Movie,Listen,Philippe Aractingi,Lebanon,2020-10-19,2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies",Dramas, Independent Movies, International Movies
1571,s1823,Movie,Out of Life,Maroun Baghdadi,France,2020-10-19,1991,TV-MA,94 min,"Classic Movies, Dramas, Independent Movies",Classic Movies, Dramas, Independent Movies
1572,s1824,Movie,Panoptic,Rana Eid,Lebanon,2020-10-19,2017,TV-MA,69 min,"Documentaries, International Movies",Documentaries, International Movies,0
1573,s1825,Movie,Taxi Ballad,Daniel Joseph,Lebanon,2020-10-19,2012,TV-MA,81 min,"Dramas, International Movies",Dramas, International Movies,0
1574,s1826,Movie,The Kite,Randa Chahal Sabbag,Lebanon,2020-10-19,2003,TV-MA,76 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
1575,s1827,Movie,The Little Wars,Maroun Baghdadi,France,2020-10-19,1982,TV-14,108 min,"Dramas, Independent Movies, International Movies",Dramas, Independent Movies, International Movies
1576,s1828,Movie,Under the Bombs,Philippe Aractingi,France,2020-10-19,2007,TV-MA,94 min,"Dramas, Independent Movies, International Movies",Dramas, Independent Movies, International Movies
1577,s1830,Movie,West Beirut,Ziad Doueiri,France,2020-10-19,1999,TV-MA,106 min,"Dramas, International Movies",Dramas, International Movies,0
1578,s1831,Movie,What Did I Mess,Shady Hanna,Lebanon,2020-10-19,2018,TV-14,98 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
1579,s1832,Movie,Whispers,Maroun Baghdadi,Lebanon,2020-10-19,1980,TV-14,93 min,"Documentaries, International Movies",Documentaries, International Movies,0
1580,s1833,Movie,Zozo,Josef Fares,Sweden,2020-10-19,2005,TV-MA,99 min,"Dramas, International Movies",Dramas, International Movies,0
1581,s1834,Movie,ParaNorman,"Sam Fell, Chris Butler",United States,2020-10-18,2012,PG,93 min,"Children & Family Movies, Comedies",Children & Family Movies, Comedies,0
1582,s1854,Movie,Rooting for Roona,"Pavitra Chalam, Akshay Shankar",India,2020-10-15,2020,TV-PG,42 min,"Documentaries, International Movies",Documentaries, International Movies,0
1583,s1836,Movie,I Am Vengeance: Retaliation,Ross Boyask,United Kingdom,2020-10-17,2020,R,82 min,Action & Adventure,Action & Adventure,0,0
1584,s1837,Movie,Disconnect,"David 'Tosh' Gitonga, Michael Jones",Kenya,2020-10-16,2018,TV-MA,107 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
1585,s1839,Movie,In a Valley of Violence,Ti West,United States,2020-10-16,2016,R,104 min,Action & Adventure,Action & Adventure,0,0
1586,s1841,TV Show,Someone Has to Die,Manolo Caro,Mexico,2020-10-16,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows
1587,s1843,Movie,The Trial of the Chicago 7,Aaron Sorkin,United States,2020-10-16,2020,R,130 min,Dramas,Dramas,0,0
1588,s1844,Movie,Unfriended,Levan Gabriadze,United States,2020-10-16,2014,R,83 min,"Horror Movies, Thrillers",Horror Movies, Thrillers,0
1589,s1845,Movie,A Babysitter's Guide to Monster Hunting,Rachel Talalay,United States,2020-10-15,2020,TV-PG,99 min,Children & Family Movies,Children & Family Movies,0,0
1590,s1846,Movie,Batman: The Killing Joke,Sam Liu,United States,2020-10-15,2016,R,77 min,Action & Adventure,Action & Adventure,0,0
1591,s1847,Movie,El-Khawaga's Dilemma,Peter Mimi,Egypt,2020-10-15,2018,TV-14,94 min,"Action & Adventure, Comedies, International Movies",Action & Adventure, Comedies, International Movies
1592,s1850,Movie,Kartini: Princess of Java,Hanung Bramantyo,Indonesia,2020-10-15,2017,TV-PG,118 min,"Dramas, International Movies",Dramas, International Movies,0
1593,s1851,Movie,Love Like the Falling Rain,Lasja Fauzia Susatyo,Indonesia,2020-10-15,2020,TV-14,87 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
1594,s1856,Movie,A Choo,"Kevin Ko, Peter Tsi",Taiwan,2020-10-14,2020,TV-14,101 min,"Action & Adventure, International Movies, Romantic Movies",Action & Adventure, International Movies, Romantic Movies
1595,s1857,Movie,BLACKPINK: Light Up the Sky,Caroline Suh,United States,2020-10-14,2020,TV-14,80 min,"Documentaries, Music & Musicals",Documentaries, Music & Musicals,0
1596,s1858,Movie,The Three Deaths of Marisela Escobedo,Carlos Pérez Osorio,Mexico,2020-10-14,2020,TV-MA,110 min,"Documentaries, International Movies",Documentaries, International Movies,0
1597,s1859,Movie,Fida,Ken Ghosh,India,2020-10-13,2004,TV-14,117 min,"International Movies, Romantic Movies, Thrillers",International Movies, Romantic Movies, Thrillers
1598,s1860,Movie,Octonauts & the Great Barrier Reef,Blair Simmons,United Kingdom,2020-10-13,2020,TV-Y,47 min,Children & Family Movies,Children & Family Movies,0,0
1599,s1862,Movie,Dil,Indra Kumar,India,2020-10-12,1990,TV-14,165 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
1600,s1863,Movie,Disco Dancer,B. Subhash,India,2020-10-12,1982,TV-14,134 min,"Cult Movies, Dramas, International Movies",Cult Movies, Dramas, International Movies
1601,s1864,Movie,Hunterrr,Harshavardhan Kulkarni,India,2020-10-12,2015,TV-MA,140 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
1602,s1866,Movie,Phir Hera Pheri,Neeraj Vora,India,2020-10-12,2006,TV-14,150 min,"Comedies, International Movies",Comedies, International Movies,0
1603,s1867,Movie,The Legend of Bhagat Singh,Rajkumar Santoshi,India,2020-10-12,2002,TV-14,156 min,"Dramas, International Movies",Dramas, International Movies,0
1604,s1868,Movie,House of the Witch,Alex Merkin,United States,2020-10-11,2017,TV-MA,86 min,Horror Movies,Horror Movies,0,0
1605,s1870,Movie,Ginny Weds Sunny,Puneet Khanna,India,2020-10-09,2020,TV-MA,126 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
1606,s1871,Movie,My Step Dad: The Hippie,Meltem Bozoflu,Turkey,2020-10-09,2018,TV-MA,100 min,"Comedies, International Movies",Comedies, International Movies,0
1607,s1873,Movie,The Forty-Year-Old Version,Radha Blank,United States,2020-10-09,2020,R,124 min,"Comedies, Dramas, Independent Movies",Comedies, Dramas, Independent Movies
1608,s1875,Movie,Bigflo & Oli: Hip Hop Frenzy,"Bigflo & Oli, Jérémie Levypon",France,2020-10-08,2020,TV-MA,100 min,"Documentaries, International Movies, Music & Musicals",Documentaries, International Movies, Music & Musicals
1609,s1877,Movie,Palermo Hollywood,Eduardo Pinto,Argentina,2020-10-08,2004,TV-MA,106 min,"Dramas, International Movies",Dramas, International Movies,0
1610,s1880,Movie,Hubie Halloween,Steve Brill,United States,2020-10-07,2020,PG-13,104 min,"Comedies, Horror Movies",Comedies, Horror Movies,0
1611,s1881,TV Show,To the Lake,Pavel Kostomarov,Russia,2020-10-07,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",International TV Shows, TV Dramas, TV Mysteries
1612,s1882,Movie,American Pie 9: Girls' Rules,Mike Elliott,United States,2020-10-06,2020,R,96 min,Comedies,Comedies,0,0
